entity,soc
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/spi/Bootstrap.java,25
hibernate-core/src/test/java/org/hibernate/loader/EntityWithCollectionResultSetProcessorTest.java,25
hibernate-core/src/main/java/org/hibernate/type/descriptor/sql/BasicExtractor.java,25
hibernate-core/src/main/java/org/hibernate/type/descriptor/sql/BasicBinder.java,25
hibernate-core/src/main/java/org/hibernate/loader/internal/JoinableAssociationImpl.java,25
hibernate-core/src/main/java/org/hibernate/loader/internal/EntityLoadQueryImpl.java,25
hibernate-core/src/main/java/org/hibernate/loader/internal/AbstractLoadQueryImpl.java,25
hibernate-core/src/main/java/org/hibernate/loader/internal/AbstractEntityLoadQueryImpl.java,25
hibernate-core/src/main/java/org/hibernate/loader/custom/sql/SQLQueryReturnProcessor.java,25
hibernate-core/src/main/java/org/hibernate/engine/spi/SessionImplementor.java,25
hibernate-core/src/main/java/org/hibernate/engine/spi/SessionDelegatorBaseImpl.java,25
hibernate-core/src/main/java/org/hibernate/dialect/SybaseASE15Dialect.java,25
hibernate-core/src/main/java/org/hibernate/dialect/IngresDialect.java,25
hibernate-core/src/main/java/org/hibernate/dialect/HSQLDialect.java,25
hibernate-core/src/main/java/org/hibernate/cfg/CollectionSecondPass.java,25
hibernate-core/src/main/java/org/hibernate/action/internal/CollectionUpdateAction.java,25
hibernate-testing/src/main/java/org/hibernate/testing/cache/ReadWriteNaturalIdRegionAccessStrategy.java,24
hibernate-testing/src/main/java/org/hibernate/testing/cache/CachingRegionFactory.java,24
hibernate-osgi/src/main/java/org/hibernate/osgi/OsgiPersistenceProviderService.java,24
hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/impl/BaseRegion.java,24
hibernate-envers/src/matrix/java/org/hibernate/envers/test/EnversRunner.java,24
hibernate-envers/src/matrix/java/org/hibernate/envers/test/BaseEnversJPAFunctionalTestCase.java,24
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/procedure/User.java,24
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/schemagen/JdbcConnectionContext.java,24
hibernate-entitymanager/src/main/java/org/hibernate/jpa/graph/internal/advisor/EntityGraphBasedLoadPlanAdvisor.java,24
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/TransactionalEhcacheNaturalIdRegionAccessStrategy.java,24
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/ReadWriteEhcacheNaturalIdRegionAccessStrategy.java,24
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/NonStrictReadWriteEhcacheNaturalIdRegionAccessStrategy.java,24
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/nonstop/NonstopAwareNaturalIdRegionAccessStrategy.java,24
hibernate-core/src/test/java/org/hibernate/test/subselect/EmployeegroupId.java,24
hibernate-core/src/test/java/org/hibernate/test/subselect/Employeegroup.java,24
hibernate-core/src/test/java/org/hibernate/test/subselect/Employee.java,24
hibernate-core/src/test/java/org/hibernate/test/propertyref/import.sql,24
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/Comment.java,24
hibernate-core/src/test/java/org/hibernate/test/annotations/dataTypes/BasicOperationsTest.java,24
hibernate-core/src/matrix/java/org/hibernate/test/naturalid/immutableentity/ImmutableEntityNaturalIdTest.java,24
hibernate-core/src/matrix/java/org/hibernate/test/annotations/naturalid/Citizen.java,24
hibernate-core/src/matrix/java/org/hibernate/test/annotations/naturalid/A.java,24
hibernate-core/src/main/resources/org/hibernate/hibernate-mapping-3.0.dtd,24
hibernate-core/src/main/java/org/hibernate/param/VersionTypeSeedParameterSpecification.java,24
hibernate-core/src/main/java/org/hibernate/param/PositionalParameterSpecification.java,24
hibernate-core/src/main/java/org/hibernate/param/NamedParameterSpecification.java,24
hibernate-core/src/main/java/org/hibernate/param/DynamicFilterParameterSpecification.java,24
hibernate-core/src/main/java/org/hibernate/param/CollectionFilterKeyParameterSpecification.java,24
hibernate-core/src/main/java/org/hibernate/param/AbstractExplicitParameterSpecification.java,24
hibernate-core/src/main/java/org/hibernate/loader/collection/SubselectOneToManyLoader.java,24
hibernate-core/src/main/java/org/hibernate/loader/collection/SubselectCollectionLoader.java,24
hibernate-core/src/main/java/org/hibernate/hql/internal/ast/tree/IndexNode.java,24
hibernate-core/src/main/java/org/hibernate/engine/query/spi/ParameterParser.java,24
hibernate-core/src/main/java/org/hibernate/dialect/DB2Dialect.java,24
changelog.txt,24
hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/util/EvictAllCommand.java,23
hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/util/CacheCommandInitializer.java,23
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/strategy/ValidityAuditStrategyRevEndTestCustomRevEnt.java,23
hibernate-envers/src/main/java/org/hibernate/envers/event/BaseEnversEventListener.java,23
hibernate-envers/src/main/java/org/hibernate/envers/entities/mapper/ComponentPropertyMapper.java,23
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/metadata/MetadataTest.java,23
hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/query/AddNamedQueryTest.java,23
hibernate-entitymanager/src/main/java/org/hibernate/ejb/util/LockModeTypeHelper.java,23
hibernate-entitymanager/src/main/java/org/hibernate/ejb/HibernateQuery.java,23
hibernate-core/src/test/java/org/hibernate/test/transaction/jta/BasicDrivingTest.java,23
hibernate-core/src/test/java/org/hibernate/test/transaction/jdbc/TestExpectedUsage.java,23
hibernate-core/src/test/java/org/hibernate/test/propertyref/DoesNotWork.java,23
hibernate-core/src/test/java/org/hibernate/test/extendshbm/ExtendsTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/xml/ejb3/NonExistentOrmVersionTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/onetoone/OneToOneErrorTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/namingstrategy/NamingStrategyTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/immutable/ImmutableTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/id/sequences/JoinColumnOverrideTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/id/JoinColumnOverrideTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/fkcircularity/FkCircularityTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/fetchprofile/FetchProfileTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/entity/BasicHibernateAnnotationsTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/duplicatedgenerator/DuplicateTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/collectionelement/deepcollectionelements/DeepCollectionElementTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/access/xml/XmlAccessTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/access/jpa/AccessMappingTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/SecuredBindingTest.java,23
hibernate-core/src/test/java/org/hibernate/test/annotations/SafeMappingTest.java,23
hibernate-core/src/main/java/org/hibernate/type/descriptor/java/NClobTypeDescriptor.java,23
hibernate-core/src/main/java/org/hibernate/tuple/component/AbstractCompositionDefinition.java,23
hibernate-core/src/main/java/org/hibernate/result/internal/ResultImpl.java,23
hibernate-core/src/main/java/org/hibernate/persister/entity/UnionSubclassEntityPersister.java,23
hibernate-core/src/main/java/org/hibernate/metamodel/source/annotations/global/QueryBinder.java,23
hibernate-core/src/main/java/org/hibernate/mapping/Property.java,23
hibernate-core/src/main/java/org/hibernate/mapping/OneToOne.java,23
hibernate-core/src/main/java/org/hibernate/mapping/ManyToOne.java,23
hibernate-core/src/main/java/org/hibernate/internal/util/xml/UnsupportedOrmXsdVersionException.java,23
hibernate-core/src/main/java/org/hibernate/internal/util/collections/SimpleMRUCache.java,23
hibernate-core/src/main/java/org/hibernate/id/SequenceIdentityGenerator.java,23
hibernate-core/src/main/java/org/hibernate/hql/spi/MultiTableBulkIdStrategy.java,23
hibernate-core/src/main/java/org/hibernate/hql/internal/ast/HqlLexer.java,23
hibernate-core/src/main/java/org/hibernate/engine/spi/NamedSQLQueryDefinitionBuilder.java,23
hibernate-core/src/main/java/org/hibernate/engine/spi/NamedQueryDefinitionBuilder.java,23
hibernate-core/src/main/java/org/hibernate/engine/query/spi/ParamLocationRecognizer.java,23
hibernate-core/src/main/java/org/hibernate/cfg/NamedSQLQuerySecondPass.java,23
hibernate-core/src/main/java/org/hibernate/annotations/Filter.java,23
hibernate-core/src/main/java/org/hibernate/SQLQuery.java,23
documentation/src/main/docbook/quickstart/tutorials/osgi/unmanaged-native/pom.xml,23
documentation/src/main/docbook/quickstart/tutorials/osgi/unmanaged-jpa/pom.xml,23
documentation/src/main/docbook/quickstart/tutorials/osgi/managed-jpa/pom.xml,23
hibernate-testing/src/main/java/org/hibernate/testing/jta/TestingJtaBootstrap.java,22
hibernate-proxool/src/main/java/org/hibernate/proxool/internal/StrategyRegistrationProviderImpl.java,22
hibernate-infinispan/src/test/java/org/hibernate/test/cache/infinispan/util/BatchModeTransactionManagerLookup.java,22
hibernate-infinispan/src/test/java/org/hibernate/test/cache/infinispan/functional/cluster/DualNodeTransactionManagerLookup.java,22
hibernate-infinispan/src/test/java/org/hibernate/test/cache/infinispan/functional/BasicTransactionalTestCase.java,22
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/reventity/DifferentDBSchemaTest.java,22
hibernate-envers/src/main/java/org/hibernate/envers/event/EnversPostInsertEventListenerImpl.java,22
hibernate-envers/src/main/java/org/hibernate/envers/event/EnversPostDeleteEventListenerImpl.java,22
hibernate-entitymanager/src/main/java/org/hibernate/ejb/criteria/path/AbstractJoinImpl.java,22
hibernate-core/src/test/java/org/hibernate/test/annotations/index/jpa/Car.java,22
hibernate-core/src/test/java/org/hibernate/jmx/TrivialTest.java,22
hibernate-core/src/test/java/org/hibernate/jmx/Entity.java,22
hibernate-core/src/test/java/org/hibernate/jmx/Entity.hbm.xml,22
hibernate-core/src/main/java/org/hibernate/transaction/package.html,22
hibernate-core/src/main/java/org/hibernate/transaction/TransactionManagerLookup.java,22
hibernate-core/src/main/java/org/hibernate/mapping/Index.java,22
hibernate-core/src/main/java/org/hibernate/mapping/Constraint.java,22
hibernate-core/src/main/java/org/hibernate/mapping/Component.java,22
hibernate-core/src/main/java/org/hibernate/jmx/StatisticsServiceMBean.java,22
hibernate-core/src/main/java/org/hibernate/jmx/SessionFactoryStub.java,22
hibernate-core/src/main/java/org/hibernate/jmx/HibernateServiceMBean.java,22
hibernate-core/src/main/java/org/hibernate/jmx/HibernateService.java,22
hibernate-core/src/main/java/org/hibernate/internal/util/xml/ErrorLogger.java,22
hibernate-core/src/main/java/org/hibernate/internal/CriteriaImpl.java,22
hibernate-core/src/main/java/org/hibernate/hql/internal/ast/tree/FromElementType.java,22
hibernate-core/src/main/java/org/hibernate/engine/transaction/jta/platform/internal/TransactionManagerLookupBridge.java,22
hibernate-core/src/main/java/org/hibernate/engine/jdbc/dialect/internal/DialectFactoryImpl.java,22
hibernate-core/src/main/java/org/hibernate/dialect/unique/DB2UniqueDelegate.java,22
hibernate-core/src/main/java/org/hibernate/cfg/annotations/reflection/JPAMetadataProvider.java,22
hibernate-core/src/main/java/org/hibernate/cfg/IndexOrUniqueKeySecondPass.java,22
hibernate-core/src/main/java/org/hibernate/cache/spi/access/NaturalIdRegionAccessStrategy.java,22
hibernate-core/src/main/java/org/hibernate/SimpleNaturalIdLoadAccess.java,22
hibernate-c3p0/src/main/java/org/hibernate/c3p0/internal/StrategyRegistrationProviderImpl.java,22
documentation/src/main/docbook/manual/en-US/content/architecture.xml,22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{with_join_example.txt => join_example_with.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{versioned_update_statement_hql.java => statement_update_example_hql_versioned.java},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{update_statement_jpql.java => statement_update_example_jpql.java},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{update_statement_hql.java => statement_update_example_hql.java},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{update_statement_bnf.txt => statement_update_bnf.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{select_statement_bnf.txt => statement_select_bnf.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{reused_implicit_join_example.txt => join_example_implicit_reused.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{null_check_example.txt => predicate_nullness_example.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{like_exp_example.txt => predicate_like_example.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{like_exp_bnf.txt => predicate_like_bnf.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{insert_statement_named_id.java => statement_insert_example_named_id.java},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{insert_statement_bnf.txt => statement_insert_bnf.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{implicit_join_example.txt => join_example_implicit.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{fetch_join_example.txt => join_example_fetch.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{explicit_outer_join_example.txt => join_example_explicit_outer.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{explicit_inner_join_example.txt => join_example_explicit_inner.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{delete_statement_bnf.txt => statement_delete_bnf.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{comparison_using_all_example.txt => predicate_comparison_example_using_all.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{comparison_exp_example.txt => predicate_comparison_example.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/{between_exp_example.txt => predicate_between_example.txt},22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/predicate_in_example.txt,22
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/predicate_in_bnf.txt,22
hibernate-infinispan/src/test/java/org/hibernate/test/cache/infinispan/timestamp/TimestampsRegionImplTestCase.java,21
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/entityNames/auditedEntity/ReadEntityWhitEntityNameTest.java,21
hibernate-envers/src/main/java/org/hibernate/envers/event/EnversPreCollectionRemoveEventListenerImpl.java,21
hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/connection/FakeDataSource.java,21
hibernate-entitymanager/src/test/java/org/hibernate/ejb/criteria/TreatKeywordTest.java,21
hibernate-entitymanager/src/main/java/org/hibernate/jpa/spi/HibernateEntityManagerImplementor.java,21
hibernate-entitymanager/src/main/java/org/hibernate/ejb/criteria/path/SingularAttributePath.java,21
hibernate-entitymanager/src/main/java/org/hibernate/ejb/criteria/path/RootImpl.java,21
hibernate-entitymanager/src/main/java/org/hibernate/ejb/criteria/path/PluralAttributePath.java,21
hibernate-entitymanager/src/main/java/org/hibernate/ejb/criteria/path/MapKeyHelpers.java,21
hibernate-entitymanager/src/main/java/org/hibernate/ejb/criteria/path/AbstractPathImpl.java,21
hibernate-entitymanager/src/main/java/org/hibernate/ejb/criteria/expression/AbstractTupleElement.java,21
hibernate-entitymanager/src/main/java/org/hibernate/ejb/criteria/PathImplementor.java,21
hibernate-core/src/test/java/org/hibernate/test/legacy/Baz.java,21
hibernate-core/src/test/java/org/hibernate/test/formulajoin/AnnotatedFormWithBeanValidationNotNullTest.java,21
hibernate-core/src/test/java/org/hibernate/loader/SimpleResultSetProcessorTest.java,21
hibernate-core/src/matrix/java/org/hibernate/test/pagination/PaginationTest.java,21
hibernate-core/src/matrix/java/org/hibernate/test/ops/MergeTest.java,21
hibernate-core/src/matrix/java/org/hibernate/test/manytomany/batchload/BatchedManyToManyTest.java,21
hibernate-core/src/matrix/java/org/hibernate/test/legacy/MultiTableTest.java,21
hibernate-core/src/matrix/java/org/hibernate/test/legacy/FumTest.java,21
hibernate-core/src/matrix/java/org/hibernate/test/deletetransient/DeleteTransientEntityTest.java,21
hibernate-core/src/matrix/java/org/hibernate/test/annotations/quote/resultsetmappings/ExplicitSqlResultSetMappingTest.java,21
hibernate-core/src/matrix/java/org/hibernate/test/annotations/inheritance/SubclassTest.java,21
hibernate-core/src/matrix/java/org/hibernate/test/annotations/entity/BasicHibernateAnnotationsTest.java,21
hibernate-core/src/main/java/org/hibernate/{procedure/internal/OutputsImpl.java => result/internal/ResultImpl.java},21
hibernate-core/src/main/java/org/hibernate/{procedure/OutParameterRegistration.java => result/spi/ResultContext.java},21
hibernate-core/src/main/java/org/hibernate/{procedure/InParameterRegistration.java => result/Result.java},21
hibernate-core/src/main/java/org/hibernate/{procedure/InOutParameterRegistration.java => result/NoMoreReturnsException.java},21
hibernate-core/src/main/java/org/hibernate/{procedure => result}/UpdateCountReturn.java,21
hibernate-core/src/main/java/org/hibernate/{procedure => result}/Return.java,21
hibernate-core/src/main/java/org/hibernate/{procedure => result}/ResultSetReturn.java,21
hibernate-core/src/main/java/org/hibernate/result/package-info.java,21
hibernate-core/src/main/java/org/hibernate/procedure/{Outputs.java => ProcedureResult.java},21
hibernate-core/src/main/java/org/hibernate/procedure/{Call.java => ProcedureCall.java},21
hibernate-core/src/main/java/org/hibernate/procedure/internal/{CallImpl.java => ProcedureCallImpl.java},21
hibernate-core/src/main/java/org/hibernate/persister/collection/CollectionPersister.java,21
hibernate-core/src/main/java/org/hibernate/id/PersistentIdentifierGenerator.java,21
hibernate-core/src/main/java/org/hibernate/LockMode.java,21
documentation/src/main/docbook/manual/en-US/content/basic_mapping.xml,21
documentation/src/main/docbook/devguide/en-US/Database_Access.xml,21
buildSrc/src/main/groovy/org/hibernate/build/gradle/util/Jdk.java,21
buildSrc/src/main/groovy/org/hibernate/build/gradle/util/JavaVersion.java,21
hibernate-testing/src/main/java/org/hibernate/testing/env/ConnectionProviderBuilder.java,20
hibernate-infinispan/src/main/resources/META-INF/services/org.hibernate.boot.registry.selector.AvailabilityAnnouncer,20
hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/util/Caches.java,20
hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/timestamp/ClusteredTimestampsRegionImpl.java,20
hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/impl/BaseGeneralDataRegion.java,20
hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/entity/TransactionalAccess.java,20
hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/collection/TransactionalAccess.java,20
hibernate-envers/src/test/java/org/hibernate/envers/test/BaseEnversJPAFunctionalTestCase.java,20
hibernate-envers/src/main/java/org/hibernate/envers/entities/mapper/relation/AbstractOneToOneMapper.java,20
hibernate-envers/src/main/java/org/hibernate/envers/configuration/EnversSettings.java,20
hibernate-entitymanager/src/matrix/java/org/hibernate/ejb/test/lock/LockTest.java,20
hibernate-entitymanager/src/main/resources/org/hibernate/{ejb => jpa}/persistence_2_0.xsd,20
hibernate-entitymanager/src/main/resources/org/hibernate/{ejb => jpa}/persistence_1_0.xsd,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/package-info.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/schemagen/SqlScriptReader.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/schemagen/ReaderScriptSource.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/schemagen/FileScriptSource.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/{EJB3SaveOrUpdateEventListener.java => JpaSaveOrUpdateEventListener.java},20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/{EJB3SaveEventListener.java => JpaSaveEventListener.java},20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/{EJB3PostUpdateEventListener.java => JpaPostUpdateEventListener.java},20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/{EJB3PostLoadEventListener.java => JpaPostLoadEventListener.java},20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/{EJB3PostInsertEventListener.java => JpaPostInsertEventListener.java},20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/{EJB3PostDeleteEventListener.java => JpaPostDeleteEventListener.java},20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/{EJB3PersistOnFlushEventListener.java => JpaPersistOnFlushEventListener.java},20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/{EJB3PersistEventListener.java => JpaPersistEventListener.java},20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/{EJB3MergeEventListener.java => JpaMergeEventListener.java},20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/{EJB3FlushEventListener.java => JpaFlushEventListener.java},20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/{EJB3FlushEntityEventListener.java => JpaFlushEntityEventListener.java},20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/{EJB3DeleteEventListener.java => JpaDeleteEventListener.java},20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/{EJB3AutoFlushEventListener.java => JpaAutoFlushEventListener.java},20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/JpaIntegrator.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/criteria/AbstractManipulationCriteriaQuery.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/spi/package-info.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/spi/ArchiveException.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/spi/ArchiveEntryHandler.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/spi/ArchiveEntry.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/spi/ArchiveDescriptorFactory.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/spi/ArchiveDescriptor.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/spi/ArchiveContext.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/spi/AbstractArchiveDescriptor.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/internal/package-info.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/internal/StandardArchiveDescriptorFactory.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/internal/JarProtocolArchiveDescriptor.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/internal/JarInputStreamBasedArchiveDescriptor.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/internal/JarFileBasedArchiveDescriptor.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/internal/ExplodedArchiveDescriptor.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/internal/ArchiveHelper.java,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/HibernateEntityManagerFactory.java,20
hibernate-entitymanager/src/main/java/org/hibernate/engine/spi/{EJB3CascadingAction.java => JpaCascadingAction.java},20
hibernate-entitymanager/src/main/java/org/hibernate/engine/spi/{EJB3CascadeStyle.java => JpaCascadeStyle.java},20
hibernate-entitymanager/src/main/java/org/hibernate/ejb/criteria/CriteriaQueryCompiler.java,20
hibernate-entitymanager/src/main/java/org/hibernate/ejb/connection/InjectedDataSourceConnectionProvider.java,20
hibernate-core/src/test/java/org/hibernate/test/schemavalidation/SynonymValidationTest.java,20
hibernate-core/src/test/java/org/hibernate/test/cache/ReferenceCacheTest.java,20
hibernate-core/src/test/java/org/hibernate/test/annotations/enumerated/LastNumberType.java,20
hibernate-core/src/test/java/org/hibernate/test/annotations/enumerated/FirstLetterType.java,20
hibernate-core/src/matrix/java/org/hibernate/test/legacy/FooBarTest.java,20
hibernate-core/src/matrix/java/org/hibernate/test/inheritancediscriminator/InheritingEntity.java,20
hibernate-core/src/main/java/org/hibernate/type/Type.java,20
hibernate-core/src/main/java/org/hibernate/type/SortedSetType.java,20
hibernate-core/src/main/java/org/hibernate/type/SortedMapType.java,20
hibernate-core/src/main/java/org/hibernate/type/SetType.java,20
hibernate-core/src/main/java/org/hibernate/type/OrderedSetType.java,20
hibernate-core/src/main/java/org/hibernate/type/OrderedMapType.java,20
hibernate-core/src/main/java/org/hibernate/type/MapType.java,20
hibernate-core/src/main/java/org/hibernate/type/ListType.java,20
hibernate-core/src/main/java/org/hibernate/type/IdentifierBagType.java,20
hibernate-core/src/main/java/org/hibernate/type/CustomCollectionType.java,20
hibernate-core/src/main/java/org/hibernate/type/BagType.java,20
hibernate-core/src/main/java/org/hibernate/type/AssociationType.java,20
hibernate-core/src/main/java/org/hibernate/type/ArrayType.java,20
hibernate-core/src/main/java/org/hibernate/proxy/AbstractLazyInitializer.java,20
hibernate-core/src/main/java/org/hibernate/loader/criteria/CriteriaQueryTranslator.java,20
hibernate-core/src/main/java/org/hibernate/internal/StaticFilterAliasGenerator.java,20
hibernate-core/src/main/java/org/hibernate/internal/QualifiedTableNameFilterConfiguration.java,20
hibernate-core/src/main/java/org/hibernate/internal/FilterAliasGenerator.java,20
hibernate-core/src/main/java/org/hibernate/event/internal/EvictVisitor.java,20
hibernate-core/src/main/java/org/hibernate/event/internal/DefaultEvictEventListener.java,20
hibernate-core/src/main/java/org/hibernate/engine/query/spi/package-info.java,20
hibernate-core/src/main/java/org/hibernate/engine/query/spi/ReturnMetadata.java,20
hibernate-core/src/main/java/org/hibernate/engine/query/spi/QueryMetadata.java,20
hibernate-core/src/main/java/org/hibernate/engine/query/spi/ParameterMetadata.java,20
hibernate-core/src/main/java/org/hibernate/engine/query/spi/OrdinalParameterDescriptor.java,20
hibernate-core/src/main/java/org/hibernate/engine/query/spi/NamedParameterDescriptor.java,20
hibernate-core/src/main/java/org/hibernate/engine/query/spi/FilterQueryPlan.java,20
hibernate-core/src/main/java/org/hibernate/engine/profile/package-info.java,20
hibernate-core/src/main/java/org/hibernate/engine/profile/FetchProfile.java,20
hibernate-core/src/main/java/org/hibernate/engine/profile/Fetch.java,20
hibernate-core/src/main/java/org/hibernate/engine/profile/Association.java,20
hibernate-core/src/main/java/org/hibernate/engine/loading/internal/package-info.java,20
hibernate-core/src/main/java/org/hibernate/engine/loading/internal/LoadingCollectionEntry.java,20
hibernate-core/src/main/java/org/hibernate/engine/loading/internal/EntityLoadContext.java,20
hibernate-core/src/main/java/org/hibernate/cache/spi/entry/UnstructuredCacheEntry.java,20
hibernate-core/src/main/java/org/hibernate/cache/spi/entry/StructuredCollectionCacheEntry.java,20
hibernate-core/src/main/java/org/hibernate/cache/spi/entry/StructuredCacheEntry.java,20
hibernate-core/src/main/java/org/hibernate/cache/spi/entry/StandardCacheEntryImpl.java,20
hibernate-core/src/main/java/org/hibernate/cache/spi/entry/ReferenceCacheEntryImpl.java,20
hibernate-core/src/main/java/org/hibernate/cache/spi/entry/CacheEntry.java,20
hibernate-core/src/main/java/org/hibernate/cache/spi/SharedCacheDelegate.java,20
hibernate-core/src/main/java/org/hibernate/bytecode/internal/javassist/FieldTransformer.java,20
databases/postgresql84/resources/hibernate.properties,20
hibernate-proxool/src/test/java/org/hibernate/{service/jdbc/connections/internal => test/proxool}/ProxoolConnectionProviderTest.java,19
hibernate-proxool/src/main/resources/META-INF/services/org.hibernate.boot.registry.selector.StrategyRegistrationProvider,19
hibernate-proxool/src/main/java/org/hibernate/{service/jdbc/connections => proxool}/internal/ProxoolMessageLogger.java,19
hibernate-proxool/src/main/java/org/hibernate/{service/jdbc/connections => proxool}/internal/ProxoolConnectionProvider.java,19
